date_mutation;valeur_fonciere;code_postal;code_commune;type_local;surface_reelle_bati;nombre_pieces_principales;surface_terrain
26/11/2019;51000;75017;75117;Dépendance;;0;
03/12/2019;430000;75017;75117;Dépendance;;0;
03/12/2019;430000;75017;75117;Appartement;43;3;
06/12/2019;651900;75017;75117;Appartement;68;3;
22/11/2019;996000;75017;75117;Appartement;106;4;
19/11/2019;777078;75017;75117;Appartement;59;3;
29/11/2019;1534300;75017;75117;Appartement;101;5;
06/12/2019;1955000;75017;75117;Appartement;212;7;
06/12/2019;1955000;75017;75117;Dépendance;;0;
12/12/2019;860000;75017;75117;Appartement;77;3;
29/11/2019;907350;75017;75117;Appartement;70;3;
02/12/2019;15015000;75017;75117;Local industriel. commercial ou assimilé;1051;0;
22/11/2019;3000;75017;75117;Appartement;16;1;
04/12/2019;35000;75017;75117;Dépendance;;0;
13/11/2019;13050;75017;75117;Appartement;23;1;
27/11/2019;27000;75017;75117;Dépendance;;0;
11/12/2019;270000;75017;75117;Appartement;28;2;
28/11/2019;336000;75017;75117;Appartement;30;1;
18/11/2019;1152890;75017;75117;Appartement;60;4;
06/12/2019;603000;75017;75117;Appartement;65;2;
03/12/2019;2000;75017;75117;Appartement;28;2;
09/12/2019;15000;75017;75117;Appartement;17;1;
28/11/2019;284720;75017;75117;Appartement;38;2;
28/11/2019;284720;75017;75117;Appartement;30;2;
28/11/2019;418850;75017;75117;Appartement;31;3;
22/11/2019;126000;75017;75117;Dépendance;;0;
19/11/2019;699000;75017;75117;Appartement;60;4;
19/11/2019;972150;75017;75117;Appartement;75;4;
19/11/2019;972150;75017;75117;Appartement;82;3;
02/12/2019;650000;75017;75117;Appartement;46;2;
02/12/2019;650000;75017;75117;Local industriel. commercial ou assimilé;108;0;
02/12/2019;120000;75017;75117;Appartement;12;1;
28/11/2019;2500000;75017;75117;Dépendance;;0;
28/11/2019;2500000;75017;75117;Appartement;262;7;
11/12/2019;41000;75017;75117;Dépendance;;0;
27/11/2019;140000;75017;75117;Appartement;12;1;
14/11/2019;93000;75017;75117;Appartement;12;1;
02/12/2019;312000;75017;75117;Appartement;32;2;
10/12/2019;363600;75017;75117;Appartement;37;2;
15/11/2019;418500;75017;75117;Appartement;73;2;
15/11/2019;418500;75017;75117;Appartement;126;4;
10/12/2019;371429;75017;75117;Appartement;36;1;
26/11/2019;499000;75017;75117;Appartement;40;3;
28/11/2019;55000;75017;75117;Dépendance;;0;
28/11/2019;55000;75017;75117;Dépendance;;0;
28/11/2019;55000;75017;75117;Dépendance;;0;
11/12/2019;360000;75017;75117;Appartement;30;2;
09/12/2019;228000;75017;75117;Appartement;12;1;
03/12/2019;225000;75017;75117;Appartement;14;1;
29/11/2019;102000;75017;75117;Dépendance;;0;
03/12/2019;1900000;75017;75117;Appartement;132;5;
03/12/2019;1900000;75017;75117;Dépendance;;0;
06/12/2019;280000;75017;75117;Dépendance;;0;
06/12/2019;280000;75017;75117;Dépendance;;0;
06/12/2019;280000;75017;75117;Dépendance;;0;
06/12/2019;280000;75017;75117;Dépendance;;0;
19/11/2019;917475;75017;75117;Dépendance;;0;
19/11/2019;917475;75017;75117;Appartement;83;5;
29/11/2019;465000;75017;75117;Appartement;40;2;
06/12/2019;760000;75017;75117;Appartement;62;4;
11/12/2019;1770000;75017;75117;Appartement;149;5;
10/12/2019;855000;75017;75117;Appartement;74;3;
06/12/2019;2486600;75017;75117;Appartement;245;5;
06/12/2019;2486600;75017;75117;Dépendance;;0;
06/12/2019;105000;75017;75117;Appartement;10;1;
15/11/2019;170000;75017;75117;Appartement;15;1;
15/11/2019;170000;75017;75117;Appartement;11;1;
27/11/2019;470000;75017;75117;Appartement;45;2;
05/12/2019;8500;75017;75117;Dépendance;;0;
26/11/2019;1520000;75017;75117;Appartement;140;6;
29/11/2019;180000;75017;75117;Appartement;20;2;
10/12/2019;150000;75017;75117;Appartement;22;2;
03/12/2019;289790;75017;75117;Appartement;23;2;
06/12/2019;8000;75017;75117;Dépendance;;0;
29/11/2019;1905000;75017;75117;Appartement;181;6;
04/12/2019;40000;75017;75117;Dépendance;;0;
02/12/2019;525000;75017;75117;Appartement;50;3;
11/12/2019;100000;75017;75117;Dépendance;;0;
11/12/2019;100000;75017;75117;Dépendance;;0;
03/12/2019;640000;75017;75117;Appartement;52;3;
04/12/2019;500000;75017;75117;Dépendance;;0;
04/12/2019;500000;75017;75117;Appartement;42;2;
04/12/2019;500000;75017;75117;Dépendance;;0;
26/11/2019;88900;75017;75117;Appartement;12;1;
04/12/2019;671000;75017;75117;Appartement;51;2;
12/12/2019;2500000;75017;75117;Local industriel. commercial ou assimilé;448;0;
15/11/2019;520000;75017;75117;Local industriel. commercial ou assimilé;32;0;
12/12/2019;470250;75017;75117;Appartement;52;3;
03/12/2019;700500;75017;75117;Appartement;70;4;
06/12/2019;49000;75017;75117;Dépendance;;0;
12/12/2019;;75017;75117;Appartement;37;2;
11/12/2019;355000;75017;75117;Appartement;37;2;
02/12/2019;580000;75017;75117;Appartement;52;2;
13/12/2019;650000;75017;75117;Appartement;63;3;
28/11/2019;7813333;75017;75117;Local industriel. commercial ou assimilé;399;0;
28/11/2019;7813333;75017;75117;Local industriel. commercial ou assimilé;29;0;
28/11/2019;7813333;75017;75117;Local industriel. commercial ou assimilé;113;0;
28/11/2019;7813333;75017;75117;Local industriel. commercial ou assimilé;10;0;
13/12/2019;147000;75017;75117;Appartement;20;1;
12/12/2019;842300;75017;75117;Dépendance;;0;
12/12/2019;842300;75017;75117;Appartement;88;4;
02/12/2019;30000;75017;75117;Dépendance;;0;
04/12/2019;981500;75017;75117;Appartement;90;2;
09/12/2019;345000;75017;75117;Appartement;30;2;
28/11/2019;300000;75017;75117;Appartement;28;2;
26/11/2019;156700;75017;75117;Appartement;15;1;
09/12/2019;1930000;75017;75117;;;;
09/12/2019;1930000;75017;75117;;;;
02/12/2019;215000;75017;75117;Appartement;20;1;
10/12/2019;670000;75017;75117;Appartement;51;3;
12/12/2019;210000;75017;75117;Appartement;25;2;
16/12/2019;233000;75017;75117;Local industriel. commercial ou assimilé;24;0;
03/12/2019;598000;75017;75117;Appartement;38;2;
12/12/2019;357000;75017;75117;Appartement;38;3;
12/12/2019;358000;75017;75117;Appartement;16;1;
12/12/2019;358000;75017;75117;Local industriel. commercial ou assimilé;53;0;
12/12/2019;364500;75017;75117;Appartement;31;1;
13/12/2019;403200;75017;75117;Appartement;33;2;
04/12/2019;235000;75017;75117;Appartement;20;1;
13/12/2019;440000;75017;75117;Appartement;48;2;
12/12/2019;516300;75017;75117;Appartement;48;2;
16/12/2019;53000;75017;75117;Dépendance;;0;
13/12/2019;564000;75017;75117;Appartement;55;1;
22/11/2019;990000;75017;75117;Appartement;81;3;
09/12/2019;63000;75017;75117;Dépendance;;0;
09/12/2019;63000;75017;75117;Dépendance;;0;
09/12/2019;63000;75017;75117;Appartement;248;7;
22/11/2019;317000;75017;75117;Appartement;32;2;
06/12/2019;568690;75017;75117;Appartement;55;3;
12/12/2019;725000;75017;75117;Appartement;62;3;
02/12/2019;1190000;75017;75117;Appartement;112;5;
13/12/2019;650000;75017;75117;Appartement;68;3;
17/12/2019;1290000;75017;75117;Appartement;102;4;
11/12/2019;52000;75017;75117;Dépendance;;0;
16/12/2019;80000;75017;75117;Appartement;10;1;
12/12/2019;147000;75017;75117;Appartement;20;1;
16/12/2019;110000;75017;75117;Appartement;10;1;
11/12/2019;1030000;75017;75117;Dépendance;;0;
11/12/2019;1030000;75017;75117;Appartement;100;1;
27/11/2019;39500;75017;75117;Dépendance;;0;
17/12/2019;700000;75017;75117;Appartement;72;3;
13/12/2019;1373138;75017;75117;Appartement;95;4;
12/12/2019;40000;75017;75117;Dépendance;;0;
16/12/2019;560000;75017;75117;Appartement;53;3;
05/12/2019;300;75017;75117;Appartement;18;1;
12/12/2019;1050000;75017;75117;Appartement;73;3;
16/12/2019;41000;75017;75117;Dépendance;;0;
09/12/2019;222600;75017;75117;Appartement;15;1;
18/12/2019;452500;75017;75117;Appartement;44;2;
20/12/2019;169000;75017;75117;Appartement;16;1;
04/12/2019;550000;75017;75117;Dépendance;;0;
04/12/2019;550000;75017;75117;Appartement;30;2;
16/12/2019;6100319;75017;75117;Local industriel. commercial ou assimilé;146;0;
16/12/2019;6100319;75017;75117;Appartement;149;5;
16/12/2019;6100319;75017;75117;Appartement;139;5;
16/12/2019;6100319;75017;75117;Appartement;47;2;
16/12/2019;6100319;75017;75117;Appartement;167;6;
16/12/2019;6100319;75017;75117;Appartement;146;5;
16/12/2019;6100319;75017;75117;Appartement;138;5;
16/12/2019;6100319;75017;75117;Appartement;27;2;
16/12/2019;6100319;75017;75117;Appartement;138;5;
16/12/2019;6100319;75017;75117;Local industriel. commercial ou assimilé;37;0;
16/12/2019;6100319;75017;75117;Appartement;136;5;
16/12/2019;6100319;75017;75117;Appartement;146;5;
16/12/2019;6100319;75017;75117;Local industriel. commercial ou assimilé;150;0;
16/12/2019;6100319;75017;75117;Appartement;54;1;
16/12/2019;6100319;75017;75117;Local industriel. commercial ou assimilé;22;0;
16/12/2019;6100319;75017;75117;Dépendance;;0;
16/12/2019;6100319;75017;75117;Appartement;128;5;
16/12/2019;6100319;75017;75117;Appartement;180;6;
12/12/2019;377710;75017;75117;Appartement;51;2;
16/12/2019;1350000;75017;75117;Dépendance;;0;
16/12/2019;1350000;75017;75117;Appartement;116;3;
02/12/2019;618000;75017;75117;Appartement;65;4;
27/11/2019;588000;75017;75117;Appartement;51;3;
12/12/2019;422500;75017;75117;Appartement;50;3;
04/12/2019;495000;75017;75117;Appartement;41;2;
04/12/2019;1940000;75017;75117;Dépendance;;0;
04/12/2019;1940000;75017;75117;Dépendance;;0;
04/12/2019;1940000;75017;75117;Appartement;182;6;
27/11/2019;125000;75017;75117;Appartement;40;2;
10/12/2019;745000;75017;75117;Appartement;63;3;
20/12/2019;2000000;75017;75117;Dépendance;;0;
20/12/2019;2000000;75017;75117;Appartement;200;6;
28/11/2019;26000;75017;75117;Local industriel. commercial ou assimilé;608;0;
18/12/2019;347500;75017;75117;Appartement;30;2;
04/12/2019;291500;75017;75117;Appartement;29;2;
02/12/2019;332840;75017;75117;Appartement;32;2;
05/12/2019;500000;75017;75117;Appartement;46;2;
29/11/2019;497100;75017;75117;Appartement;56;3;
06/12/2019;150000;75017;75117;Appartement;8;1;
06/12/2019;150000;75017;75117;Dépendance;;0;
19/11/2019;1254000;75017;75117;Appartement;101;4;
19/11/2019;1254000;75017;75117;Dépendance;;0;
19/12/2019;47000;75017;75117;Dépendance;;0;
17/12/2019;396800;75017;75117;Appartement;41;2;
09/12/2019;14900;75017;75117;Appartement;33;2;
17/12/2019;184000;75017;75117;Appartement;20;1;
29/11/2019;50000;75017;75117;Dépendance;;0;
20/12/2019;200000;75017;75117;Appartement;17;1;
18/12/2019;380000;75017;75117;Appartement;45;3;
06/12/2019;123000;75017;75117;Dépendance;;0;
18/12/2019;85000;75017;75117;Dépendance;;0;
03/12/2019;17000;75017;75117;Dépendance;;0;
23/12/2019;215000;75017;75117;Dépendance;;0;
23/12/2019;215000;75017;75117;Dépendance;;0;
23/12/2019;215000;75017;75117;Dépendance;;0;
20/12/2019;50000;75017;75117;Dépendance;;0;
19/12/2019;800000;75017;75117;Appartement;105;5;
17/12/2019;91500;75017;75117;Dépendance;;0;
29/11/2019;1075000;75017;75117;Appartement;97;4;
29/11/2019;1075000;75017;75117;Dépendance;;0;
17/12/2019;1546000;75017;75117;Appartement;160;6;
12/12/2019;70000;75017;75117;Dépendance;;0;
19/12/2019;1725000;75017;75117;Appartement;150;4;
11/12/2019;110020;75017;75117;Appartement;11;1;
11/12/2019;40000;75017;75117;Dépendance;;0;
18/12/2019;74000;75017;75117;Dépendance;;0;
04/12/2019;483500;75017;75117;Appartement;40;3;
02/12/2019;3579200;75017;75117;Appartement;301;7;
20/12/2019;73600;75017;75117;Dépendance;;0;
20/12/2019;544000;75017;75117;Appartement;53;3;
05/12/2019;560000;75017;75117;Appartement;44;2;
05/12/2019;560000;75017;75117;Dépendance;;0;
05/12/2019;560000;75017;75117;Appartement;226;7;
05/12/2019;560000;75017;75117;Dépendance;;0;
05/12/2019;560000;75017;75117;Dépendance;;0;
05/12/2019;560000;75017;75117;Dépendance;;0;
05/12/2019;560000;75017;75117;Dépendance;;0;
12/12/2019;275000;75017;75117;Appartement;29;2;
16/12/2019;500;75017;75117;Appartement;142;4;
16/12/2019;1849500;75017;75117;Local industriel. commercial ou assimilé;190;0;
16/12/2019;1849500;75017;75117;Dépendance;;0;
04/12/2019;463200;75017;75117;Appartement;38;2;
03/12/2019;489200;75017;75117;Appartement;33;2;
23/12/2019;400000;75017;75117;Appartement;40;3;
03/12/2019;290000;75017;75117;Local industriel. commercial ou assimilé;62;0;
03/12/2019;290000;75017;75117;Appartement;17;1;
23/12/2019;250000;75017;75117;Dépendance;;0;
23/12/2019;250000;75017;75117;Appartement;49;2;
13/12/2019;7000;75017;75117;Appartement;24;1;
26/12/2019;67000;75017;75117;Dépendance;;0;
19/12/2019;430000;75017;75117;;;;
19/12/2019;430000;75017;75117;;;;
16/12/2019;24540000;75017;75117;Appartement;21;1;581
16/12/2019;24540000;75017;75117;Local industriel. commercial ou assimilé;34;0;581
16/12/2019;24540000;75017;75117;Appartement;82;3;581
16/12/2019;24540000;75017;75117;Appartement;50;2;581
16/12/2019;24540000;75017;75117;Appartement;44;2;581
16/12/2019;24540000;75017;75117;Appartement;61;3;581
16/12/2019;24540000;75017;75117;Appartement;41;2;581
16/12/2019;24540000;75017;75117;Appartement;49;1;581
16/12/2019;24540000;75017;75117;Appartement;34;2;581
16/12/2019;24540000;75017;75117;Appartement;60;2;581
16/12/2019;24540000;75017;75117;Appartement;26;1;581
16/12/2019;24540000;75017;75117;Appartement;92;3;581
16/12/2019;24540000;75017;75117;Appartement;31;1;581
16/12/2019;24540000;75017;75117;Appartement;23;1;581
16/12/2019;24540000;75017;75117;Appartement;40;1;581
16/12/2019;24540000;75017;75117;Appartement;67;2;581
16/12/2019;24540000;75017;75117;Appartement;56;1;581
16/12/2019;24540000;75017;75117;Appartement;25;1;581
16/12/2019;24540000;75017;75117;Appartement;87;3;581
16/12/2019;24540000;75017;75117;Appartement;23;1;581
16/12/2019;24540000;75017;75117;Appartement;46;1;581
16/12/2019;24540000;75017;75117;Appartement;70;2;581
16/12/2019;24540000;75017;75117;Appartement;38;1;581
16/12/2019;24540000;75017;75117;Appartement;118;5;581
16/12/2019;24540000;75017;75117;Appartement;51;1;581
16/12/2019;24540000;75017;75117;Appartement;26;1;581
16/12/2019;24540000;75017;75117;Appartement;34;1;581
16/12/2019;24540000;75017;75117;Appartement;24;1;581
16/12/2019;24540000;75017;75117;Appartement;19;1;581
16/12/2019;24540000;75017;75117;Appartement;27;1;581
16/12/2019;24540000;75017;75117;Appartement;68;3;581
16/12/2019;24540000;75017;75117;Appartement;44;2;581
16/12/2019;24540000;75017;75117;Appartement;134;5;581
16/12/2019;24540000;75017;75117;Appartement;27;1;581
16/12/2019;24540000;75017;75117;Appartement;34;2;581
16/12/2019;24540000;75017;75117;Appartement;26;1;581
16/12/2019;24540000;75017;75117;Appartement;28;1;581
16/12/2019;24540000;75017;75117;Appartement;54;2;581
16/12/2019;24540000;75017;75117;Appartement;50;1;581
16/12/2019;24540000;75017;75117;Appartement;32;1;581
16/12/2019;24540000;75017;75117;Appartement;38;2;581
16/12/2019;24540000;75017;75117;Appartement;43;2;581
16/12/2019;24540000;75017;75117;Appartement;37;2;581
16/12/2019;24540000;75017;75117;Appartement;27;1;581
16/12/2019;24540000;75017;75117;Appartement;29;1;581
16/12/2019;24540000;75017;75117;Appartement;17;1;581
16/12/2019;24540000;75017;75117;Appartement;53;2;581
16/12/2019;24540000;75017;75117;Appartement;27;1;581
16/12/2019;24540000;75017;75117;Appartement;38;1;581
16/12/2019;24540000;75017;75117;Appartement;19;1;581
16/12/2019;24540000;75017;75117;Appartement;75;3;581
16/12/2019;24540000;75017;75117;Appartement;47;2;581
16/12/2019;24540000;75017;75117;Appartement;33;1;581
16/12/2019;24540000;75017;75117;Local industriel. commercial ou assimilé;160;0;581
20/12/2019;530000;75017;75117;;;;
20/12/2019;530000;75017;75117;;;;
02/12/2019;649500;75017;75117;Dépendance;;0;
02/12/2019;649500;75017;75117;Appartement;76;3;
12/12/2019;235000;75017;75117;Appartement;22;1;
16/12/2019;98000;75017;75117;Dépendance;;0;
19/12/2019;26000;75017;75117;Dépendance;;0;
23/12/2019;1235000;75017;75117;Appartement;9;1;
23/12/2019;1235000;75017;75117;Local industriel. commercial ou assimilé;108;0;
28/11/2019;509000;75017;75117;Appartement;47;2;
28/11/2019;252440;75017;75117;Appartement;24;2;
06/12/2019;400000;75017;75117;Appartement;34;2;
06/12/2019;1963700;75017;75117;Appartement;173;6;
06/12/2019;1963700;75017;75117;Appartement;102;5;
06/12/2019;1963700;75017;75117;Local industriel. commercial ou assimilé;51;0;
16/12/2019;590000;75017;75117;Dépendance;;0;
16/12/2019;590000;75017;75117;Appartement;65;3;
29/11/2019;623850;75017;75117;Appartement;46;2;
19/12/2019;302000;75017;75117;Appartement;29;2;
16/12/2019;1100000;75017;75117;Appartement;103;4;
20/12/2019;350000;75017;75117;Appartement;30;2;
10/12/2019;950000;75017;75117;Dépendance;;0;
10/12/2019;950000;75017;75117;Appartement;98;4;
13/12/2019;460000;75017;75117;Appartement;61;3;
04/12/2019;40000;75017;75117;Appartement;79;3;
04/12/2019;30000;75017;75117;Dépendance;;0;
16/12/2019;510000;75017;75117;;;;
16/12/2019;510000;75017;75117;;;;
16/12/2019;165000;75017;75117;Appartement;13;1;
18/12/2019;;75017;75117;;;;
18/12/2019;;75017;75117;;;;
09/12/2019;111500;75017;75117;Dépendance;;0;
16/12/2019;341000;75017;75117;Dépendance;;0;
16/12/2019;341000;75017;75117;Dépendance;;0;
16/12/2019;341000;75017;75117;Dépendance;;0;
30/12/2019;3488400;75017;75117;Dépendance;;0;
30/12/2019;3488400;75017;75117;Appartement;238;5;
20/12/2019;218260;75017;75117;Appartement;27;2;
16/12/2019;200000;75017;75117;Appartement;28;2;
04/12/2019;1730000;75017;75117;Dépendance;;0;
04/12/2019;1730000;75017;75117;Appartement;165;6;
20/12/2019;743000;75017;75117;Appartement;65;3;
19/12/2019;1850000;75017;75117;Dépendance;;0;
19/12/2019;1850000;75017;75117;Appartement;137;5;
05/12/2019;224000;75017;75117;Appartement;19;1;
20/12/2019;7000;75017;75117;Appartement;108;5;
19/12/2019;340000;75017;75117;Appartement;108;5;
19/12/2019;340000;75017;75117;Appartement;28;2;
20/12/2019;6000;75017;75117;Appartement;28;2;
20/12/2019;6000;75017;75117;Appartement;108;5;
17/12/2019;32000;75017;75117;Dépendance;;0;
20/12/2019;325000;75017;75117;Appartement;30;1;
20/12/2019;112800;75017;75117;Appartement;54;3;
12/12/2019;880400;75017;75117;Appartement;81;4;
12/12/2019;747700;75017;75117;Appartement;66;3;
12/12/2019;334000;75017;75117;Appartement;25;1;
06/12/2019;815000;75017;75117;Appartement;80;4;
10/12/2019;289475;75017;75117;Appartement;35;2;
20/12/2019;270000;75017;75117;Appartement;27;2;
25/02/2019;1640000;75017;75117;Dépendance;;0;
25/02/2019;1640000;75017;75117;Appartement;130;5;
19/12/2019;638100;75017;75117;Appartement;54;3;
26/12/2019;274000;75017;75117;Appartement;30;2;
17/12/2019;229000;75017;75117;Appartement;23;1;
13/12/2019;680000;75017;75117;Appartement;60;4;
20/12/2019;650000;75017;75117;Appartement;66;3;
10/12/2019;505000;75017;75117;Appartement;37;2;
18/12/2019;207120;75017;75117;Dépendance;;0;
18/12/2019;207120;75017;75117;Dépendance;;0;
18/12/2019;1110000;75017;75117;Local industriel. commercial ou assimilé;95;0;
20/12/2019;475300;75017;75117;Appartement;38;2;
26/12/2019;120000;75017;75117;Appartement;11;1;
03/12/2019;271000;75017;75117;Appartement;31;2;
12/12/2019;1190000;75017;75117;Dépendance;;0;
12/12/2019;1190000;75017;75117;Appartement;90;3;
11/12/2019;197800;75017;75117;Appartement;16;1;
11/12/2019;41000;75017;75117;Dépendance;;0;
19/12/2019;482000;75017;75117;Appartement;39;2;
18/12/2019;850000;75017;75117;Appartement;65;3;
19/12/2019;155000;75017;75117;Appartement;21;1;
27/12/2019;30000;75017;75117;Dépendance;;0;
13/12/2019;1169700;75017;75117;Dépendance;;0;
13/12/2019;1169700;75017;75117;Appartement;117;5;
30/12/2019;670000;75017;75117;Appartement;50;3;
20/12/2019;404000;75017;75117;Appartement;41;3;
18/12/2019;36000;75017;75117;Dépendance;;0;
20/12/2019;1413450;75017;75117;Appartement;120;5;
20/12/2019;642805;75017;75117;Appartement;48;4;
30/12/2019;570000;75017;75117;Local industriel. commercial ou assimilé;76;0;
17/12/2019;737000;75017;75117;Appartement;70;4;
12/12/2019;483000;75017;75117;Appartement;44;2;
17/12/2019;885000;75017;75117;Appartement;78;4;
19/12/2019;212000;75017;75117;Appartement;21;1;
16/12/2019;140000;75017;75117;Appartement;22;1;
27/12/2019;50000;75017;75117;Dépendance;;0;
30/12/2019;250001;75017;75117;Dépendance;;0;
30/12/2019;250001;75017;75117;Dépendance;;0;
30/12/2019;250001;75017;75117;Dépendance;;0;
30/12/2019;250001;75017;75117;Dépendance;;0;
30/12/2019;250001;75017;75117;Appartement;40;2;
30/12/2019;250001;75017;75117;Dépendance;;0;
30/12/2019;250001;75017;75117;Dépendance;;0;
30/12/2019;250001;75017;75117;Dépendance;;0;
13/12/2019;705250;75017;75117;Appartement;65;3;
26/12/2019;71861;75017;75117;Dépendance;;0;
20/12/2019;435000;75017;75117;Appartement;38;2;
26/12/2019;3250000;75017;75117;Local industriel. commercial ou assimilé;300;0;
26/12/2019;185000;75017;75117;Appartement;14;1;
20/12/2019;311000;75017;75117;Appartement;25;1;
20/12/2019;742000;75017;75117;Appartement;59;3;
19/12/2019;274500;75017;75117;Appartement;23;2;
31/12/2019;525000;75017;75117;Appartement;31;2;
31/12/2019;1648000;75017;75117;Appartement;144;5;
31/12/2019;1648000;75017;75117;Appartement;22;1;
16/12/2019;445000;75017;75117;Appartement;40;2;
20/12/2019;892500;75017;75117;Local industriel. commercial ou assimilé;52;0;
19/12/2019;30000;75017;75117;Dépendance;;0;
20/12/2019;521175;75017;75117;Appartement;52;3;
19/12/2019;495000;75017;75117;Appartement;46;2;
20/12/2019;3040000;75017;75117;Dépendance;;0;
20/12/2019;3040000;75017;75117;Appartement;215;7;
20/12/2019;3040000;75017;75117;Dépendance;;0;
20/12/2019;3040000;75017;75117;Dépendance;;0;
20/12/2019;3040000;75017;75117;Dépendance;;0;
19/12/2019;500000;75017;75117;Appartement;36;2;
13/12/2019;658100;75017;75117;Appartement;68;4;
12/12/2019;135000;75017;75117;Dépendance;;0;
20/12/2019;320000;75017;75117;Appartement;24;2;
23/12/2019;50000;75017;75117;Dépendance;;0;
16/12/2019;2704000;75017;75117;Dépendance;;0;
16/12/2019;2704000;75017;75117;Appartement;308;7;
16/12/2019;2704000;75017;75117;Dépendance;;0;
27/12/2019;5000;75017;75117;Appartement;25;2;
27/12/2019;5000;75017;75117;Appartement;26;2;
13/12/2019;21300000;75017;75117;Local industriel. commercial ou assimilé;2476;0;
13/12/2019;21300000;75017;75117;Appartement;19;1;
17/12/2019;1175000;75017;75117;Appartement;75;3;
13/12/2019;500000;75017;75117;Appartement;70;3;
17/12/2019;2110000;75017;75117;Appartement;217;6;
13/12/2019;3850000;75017;75117;Local industriel. commercial ou assimilé;300;0;165
13/12/2019;3850000;75017;75117;Maison;90;3;165
17/12/2019;50000;75017;75117;Dépendance;;0;
19/12/2019;1126000;75017;75117;Appartement;99;3;
30/12/2019;590000;75017;75117;Dépendance;;0;
30/12/2019;590000;75017;75117;Appartement;59;3;
19/12/2019;1451900;75017;75117;Dépendance;;0;
19/12/2019;1451900;75017;75117;Appartement;116;4;
16/12/2019;746950;75017;75117;Appartement;65;2;
17/12/2019;641075;75017;75117;Appartement;57;3;
23/12/2019;682000;75017;75117;Dépendance;;0;
23/12/2019;682000;75017;75117;Appartement;45;2;
20/12/2019;417000;75017;75117;Appartement;34;3;
20/12/2019;360000;75017;75117;Appartement;30;2;
20/12/2019;100000;75017;75117;Appartement;23;2;
20/12/2019;727500;75017;75117;Appartement;67;3;
27/12/2019;1905000;75017;75117;Appartement;144;5;
30/12/2019;403000;75017;75117;Local industriel. commercial ou assimilé;39;0;
30/12/2019;403000;75017;75117;Appartement;28;1;
19/12/2019;320000;75017;75117;Appartement;37;2;
27/12/2019;1590000;75017;75117;Appartement;150;4;
18/12/2019;779000;75017;75117;Appartement;26;2;
18/12/2019;779000;75017;75117;Appartement;35;2;
18/12/2019;779000;75017;75117;Appartement;26;2;
18/12/2019;973500;75017;75117;Appartement;90;4;
18/12/2019;973500;75017;75117;Dépendance;;0;
23/12/2019;145000;75017;75117;Appartement;17;1;
16/12/2019;152270;75017;75117;Appartement;11;1;
17/12/2019;469524;75017;75117;Appartement;46;2;
26/12/2019;150000;75017;75117;Appartement;86;3;
27/12/2019;569000;75017;75117;Appartement;52;3;
19/12/2019;10450000;75017;75117;Local industriel. commercial ou assimilé;125;0;
19/12/2019;10450000;75017;75117;Local industriel. commercial ou assimilé;150;0;
19/12/2019;10450000;75017;75117;Local industriel. commercial ou assimilé;15;0;
19/12/2019;10450000;75017;75117;Local industriel. commercial ou assimilé;152;0;
19/12/2019;10450000;75017;75117;Local industriel. commercial ou assimilé;12;0;
19/12/2019;10450000;75017;75117;Local industriel. commercial ou assimilé;12;0;
19/12/2019;10450000;75017;75117;Local industriel. commercial ou assimilé;152;0;
19/12/2019;10450000;75017;75117;Local industriel. commercial ou assimilé;10;0;
19/12/2019;10450000;75017;75117;Local industriel. commercial ou assimilé;12;0;
19/12/2019;10450000;75017;75117;Local industriel. commercial ou assimilé;152;0;
19/12/2019;10450000;75017;75117;Local industriel. commercial ou assimilé;126;0;
19/12/2019;10450000;75017;75117;Local industriel. commercial ou assimilé;152;0;
19/12/2019;10450000;75017;75117;Local industriel. commercial ou assimilé;12;0;
19/12/2019;10450000;75017;75117;Local industriel. commercial ou assimilé;152;0;
19/12/2019;10450000;75017;75117;Local industriel. commercial ou assimilé;152;0;
19/12/2019;10450000;75017;75117;Local industriel. commercial ou assimilé;152;0;
19/12/2019;10450000;75017;75117;Local industriel. commercial ou assimilé;18;0;
19/12/2019;10450000;75017;75117;Local industriel. commercial ou assimilé;707;0;
20/12/2019;379000;75017;75117;Appartement;26;1;
20/12/2019;379000;75017;75117;Dépendance;;0;
20/12/2019;180000;75017;75117;Appartement;14;1;
23/12/2019;1000000;75017;75117;Appartement;88;5;
23/12/2019;1000000;75017;75117;Appartement;45;2;
23/12/2019;1000000;75017;75117;Appartement;25;1;
23/12/2019;696250;75017;75117;Dépendance;;0;
23/12/2019;696250;75017;75117;Appartement;66;3;
20/12/2019;670000;75017;75117;Appartement;66;2;
26/12/2019;50000;75017;75117;Dépendance;;0;
18/12/2019;905350;75017;75117;Appartement;83;3;
18/12/2019;905350;75017;75117;Dépendance;;0;
20/12/2019;605000;75017;75117;Appartement;47;2;
17/12/2019;450000;75017;75117;Appartement;67;2;
30/12/2019;333710;75017;75117;Appartement;29;2;
19/12/2019;750000;75017;75117;Appartement;55;3;
31/12/2019;180000;75017;75117;Local industriel. commercial ou assimilé;33;0;
27/12/2019;1900000;75017;75117;Dépendance;;0;
27/12/2019;1900000;75017;75117;Dépendance;;0;
27/12/2019;1900000;75017;75117;Local industriel. commercial ou assimilé;153;0;
27/12/2019;1900000;75017;75117;Dépendance;;0;
27/12/2019;1900000;75017;75117;Local industriel. commercial ou assimilé;25;0;
