date_mutation;valeur_fonciere;code_postal;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;surface_terrain;latitude;longitude
11/09/2019;1523360;75004;2;Appartement;80;2;;48.85459;2.364862
11/09/2019;1523360;75004;2;Appartement;21;1;;48.85459;2.364862
09/09/2019;220000;75002;2;Appartement;20;1;;48.866576;2.342822
09/09/2019;599825;75004;2;Appartement;49;3;;48.84938;2.36493
12/09/2019;359290;75004;2;Appartement;25;1;;48.857019;2.358387
06/09/2019;350000;75002;2;Appartement;37;2;;48.868493;2.351252
22/08/2019;3280000;75002;4;Local_indu_com_ou_assimile;70;0;;48.870724;2.341752
22/08/2019;3280000;75002;4;Local_indu_com_ou_assimile;158;0;;48.870724;2.341752
22/08/2019;3280000;75002;4;Local_indu_com_ou_assimile;23;0;;48.870724;2.341752
10/09/2019;649000;75004;3;Dependance;;0;;48.85242;2.361386
10/09/2019;649000;75004;2;Appartement;60;2;;48.85242;2.361386
12/09/2019;7000;75002;2;Appartement;23;1;;48.868917;2.348
06/09/2019;395000;75002;2;Appartement;27;2;;48.865631;2.349296
09/09/2019;350000;75002;2;Appartement;28;1;;48.866846;2.34193
13/09/2019;335000;75002;2;Appartement;23;1;;48.865004;2.347211
05/09/2019;2500000;75002;4;Local_indu_com_ou_assimile;170;0;;48.866086;2.340146
09/09/2019;120000;75002;2;Appartement;6;1;;48.865752;2.34959
10/09/2019;800000;75002;2;Appartement;70;3;;48.868649;2.33884
18/09/2019;822700;75002;2;Appartement;61;1;;48.866256;2.346796
06/09/2019;120000;75002;2;Appartement;10;1;;48.867538;2.348181
28/08/2019;163506;75004;3;Dependance;;0;;48.858329;2.350193
23/08/2019;2177018;75002;2;Appartement;181;4;;48.865631;2.349296
10/09/2019;300000;75004;2;Appartement;26;1;;48.856682;2.358699
18/09/2019;286300;75004;2;Appartement;20;1;;48.855748;2.360357
30/08/2019;342000;75004;2;Appartement;29;1;;48.854034;2.363726
10/09/2019;505000;75004;2;Appartement;42;2;;48.858718;2.351237
16/09/2019;1563000;75004;2;Appartement;95;4;;48.8537;2.362401
18/09/2019;1;75002;2;Appartement;56;3;;48.865844;2.342298
17/09/2019;491650;75002;2;Appartement;42;2;;48.866677;2.345827
10/09/2019;316000;75002;2;Appartement;21;1;;48.867726;2.349109
13/09/2019;618800;75002;2;Appartement;55;3;;48.864673;2.347228
02/09/2019;159000;75002;2;Appartement;13;1;;48.869059;2.346148
10/09/2019;405600;75002;2;Appartement;38;2;;48.865045;2.345205
16/09/2019;70000;75004;3;Dependance;;0;;48.85315;2.351765
10/09/2019;945500;75002;2;Appartement;69;3;;48.865805;2.347267
19/09/2019;210000;75004;4;Local_indu_com_ou_assimile;15;0;;48.860239;2.355359
29/08/2019;1725961;75004;2;Appartement;110;4;;48.85315;2.351765
29/08/2019;1725961;75004;2;Appartement;95;3;;48.85315;2.351765
20/09/2019;570000;75002;2;Appartement;44;2;;48.864294;2.349826
13/09/2019;6550000;75002;;;;;345;48.867509;2.35237
05/09/2019;243000;75002;2;Appartement;23;1;;48.86882;2.344872
19/09/2019;535000;75002;2;Appartement;43;2;;48.86856;2.343908
25/09/2019;320000;75002;2;Appartement;40;1;;48.869207;2.349533
16/09/2019;160000;75002;4;Local_indu_com_ou_assimile;139;0;;48.870363;2.348106
04/09/2019;146450;75004;3;Dependance;;0;;48.856631;2.362936
19/09/2019;2770400;75002;4;Local_indu_com_ou_assimile;229;0;;48.865757;2.342694
19/09/2019;38500;75004;3;Dependance;;0;;48.856055;2.364451
19/09/2019;2950000;75004;2;Appartement;150;4;;48.855699;2.364281
13/09/2019;257000;75004;2;Appartement;23;1;;48.859058;2.35651
25/09/2019;560000;75004;2;Appartement;31;2;;48.859727;2.356847
25/09/2019;560000;75004;3;Dependance;;0;;48.859727;2.356847
13/09/2019;310000;75004;2;Appartement;27;1;;48.857489;2.354778
24/09/2019;821000;75002;2;Appartement;90;3;;48.867384;2.334985
26/09/2019;638000;75002;2;Appartement;56;2;;48.869328;2.343497
26/09/2019;638000;75002;3;Dependance;;0;;48.869328;2.343497
30/08/2019;465000;75002;2;Appartement;64;2;;48.86793;2.348008
23/09/2019;1100000;75004;2;Appartement;60;4;;48.858446;2.354954
24/09/2019;1600000;75004;4;Local_indu_com_ou_assimile;130;0;;48.861523;2.350456
16/09/2019;408000;75004;2;Appartement;23;1;;48.851789;2.358324
20/09/2019;270000;75004;2;Appartement;17;1;;48.855047;2.359738
19/09/2019;434250;75004;2;Appartement;30;1;;48.855438;2.361476
18/09/2019;1065413;75004;2;Appartement;73;3;;48.857941;2.356304
18/09/2019;753995;75004;2;Appartement;61;3;;48.848037;2.3647
25/09/2019;1285130;75002;2;Appartement;119;4;;48.866986;2.352054
18/09/2019;33908;75004;3;Dependance;;0;;48.856055;2.364451
11/09/2019;56000;75002;3;Dependance;;0;;48.864805;2.349325
10/09/2019;1000000;75004;2;Appartement;71;2;;48.850496;2.359517
10/09/2019;1000000;75004;2;Appartement;57;2;;48.850496;2.359517
05/09/2019;435000;75004;2;Appartement;40;2;;48.854413;2.366948
26/09/2019;750000;75004;2;Appartement;60;2;;48.856631;2.358128
24/09/2019;14000;75004;3;Dependance;;0;;48.855675;2.355128
16/09/2019;314980;75002;2;Appartement;32;1;;48.869452;2.349424
16/09/2019;5820000;75002;4;Local_indu_com_ou_assimile;104;0;429;48.867925;2.349815
16/09/2019;5820000;75002;4;Local_indu_com_ou_assimile;196;0;429;48.867925;2.349815
16/09/2019;5820000;75002;4;Local_indu_com_ou_assimile;196;0;429;48.867925;2.349815
16/09/2019;5820000;75002;2;Appartement;44;2;429;48.867925;2.349815
16/09/2019;5820000;75002;4;Local_indu_com_ou_assimile;10;0;429;48.867925;2.349815
16/09/2019;5820000;75002;2;Appartement;25;1;429;48.867925;2.349815
16/09/2019;5820000;75002;4;Local_indu_com_ou_assimile;126;0;429;48.867925;2.349815
16/09/2019;5820000;75002;2;Appartement;19;1;429;48.867925;2.349815
16/09/2019;5820000;75002;4;Local_indu_com_ou_assimile;10;0;429;48.867925;2.349815
16/09/2019;5820000;75002;2;Appartement;36;2;429;48.867925;2.349815
16/09/2019;5820000;75002;4;Local_indu_com_ou_assimile;161;0;429;48.867925;2.349815
16/09/2019;5820000;75002;2;Appartement;20;2;429;48.867925;2.349815
16/09/2019;5820000;75002;2;Appartement;26;2;429;48.867925;2.349815
16/09/2019;5820000;75002;2;Appartement;70;3;429;48.867925;2.349815
16/09/2019;5820000;75002;4;Local_indu_com_ou_assimile;212;0;429;48.867925;2.349815
16/09/2019;5820000;75002;2;Appartement;30;2;429;48.867925;2.349815
01/10/2019;275000;75004;2;Appartement;22;1;;48.861357;2.350864
01/10/2019;210000;75004;2;Appartement;66;3;;48.854188;2.363208
16/09/2019;197950;75004;2;Appartement;14;1;;48.856954;2.355948
03/09/2019;213840;75004;2;Appartement;16;1;;48.857405;2.359248
30/09/2019;1244900;75002;2;Appartement;96;3;;48.868751;2.347102
13/09/2019;250000;75002;2;Appartement;23;1;;48.868917;2.348
25/09/2019;320000;75002;4;Local_indu_com_ou_assimile;174;0;;48.868132;2.352891
27/09/2019;1479500;75004;2;Appartement;117;4;;48.861759;2.35054
27/09/2019;701100;75004;2;Appartement;53;3;;48.854972;2.367701
12/09/2019;273000;75002;2;Appartement;30;2;;48.867894;2.352385
05/09/2019;189436;75002;4;Local_indu_com_ou_assimile;138;0;;48.864981;2.350756
05/09/2019;189436;75002;4;Local_indu_com_ou_assimile;70;0;;48.864981;2.350756
03/10/2019;434500;75004;;;;;;48.849702;2.362757
16/09/2019;1680000;75004;2;Appartement;134;4;;48.849115;2.366056
27/09/2019;480000;75004;2;Appartement;40;2;;48.856587;2.356604
23/09/2019;400000;75002;4;Local_indu_com_ou_assimile;40;0;;48.869671;2.351073
02/10/2019;1575000;75004;4;Local_indu_com_ou_assimile;242;0;;48.851431;2.356933
30/09/2019;400000;75002;2;Appartement;28;2;;48.867684;2.349279
01/10/2019;425000;75004;2;Appartement;56;4;89;48.856501;2.356381
01/10/2019;425000;75004;2;Appartement;46;2;89;48.856501;2.356381
01/10/2019;425000;75004;4;Local_indu_com_ou_assimile;58;0;89;48.856501;2.356381
01/10/2019;425000;75004;4;Local_indu_com_ou_assimile;42;0;89;48.856501;2.356381
01/10/2019;425000;75004;2;Appartement;58;3;89;48.856501;2.356381
01/10/2019;425000;75004;4;Local_indu_com_ou_assimile;23;0;89;48.856501;2.356381
01/10/2019;425000;75004;2;Appartement;58;3;89;48.856501;2.356381
01/10/2019;425000;75004;4;Local_indu_com_ou_assimile;58;0;89;48.856501;2.356381
01/10/2019;425000;75004;3;Dependance;;0;89;48.856501;2.356381
02/10/2019;1462500;75002;2;Appartement;138;2;;48.86742;2.344845
27/09/2019;400000;75004;2;Appartement;22;2;;48.854935;2.368312
03/10/2019;536000;75004;2;Appartement;46;2;;48.859081;2.353929
04/10/2019;230000;75004;4;Local_indu_com_ou_assimile;25;0;;48.854388;2.367494
04/10/2019;1539000;75004;;;;;;48.849702;2.362757
04/10/2019;1539000;75004;;;;;;48.849702;2.362757
10/09/2019;1194500;75002;2;Appartement;100;5;;48.86583;2.348642
20/08/2019;340000;75002;4;Local_indu_com_ou_assimile;30;0;;48.868708;2.351642
19/09/2019;1385000;75004;4;Local_indu_com_ou_assimile;150;0;;48.859175;2.350076
26/09/2019;1116250;75004;2;Appartement;78;2;;48.852674;2.355507
13/09/2019;590000;75002;2;Appartement;49;3;;48.869208;2.350762
25/09/2019;;75004;2;Appartement;25;1;;48.858929;2.3545
01/10/2019;38000;75004;3;Dependance;;0;;48.854158;2.362916
01/10/2019;7500;75002;2;Appartement;24;1;;48.869578;2.352093
08/10/2019;982500;75002;2;Appartement;69;3;;48.866601;2.347547
27/09/2019;833300;75004;2;Appartement;14;1;;48.855407;2.363095
27/09/2019;833300;75004;2;Appartement;48;3;;48.855407;2.363095
30/09/2019;1616000;75004;2;Appartement;116;4;;48.857736;2.359666
25/09/2019;27000000;75004;4;Local_indu_com_ou_assimile;66;0;703;48.859852;2.355438
25/09/2019;27000000;75004;2;Appartement;33;2;703;48.859852;2.355438
25/09/2019;27000000;75004;4;Local_indu_com_ou_assimile;170;0;703;48.859852;2.355438
25/09/2019;27000000;75004;4;Local_indu_com_ou_assimile;129;0;703;48.859852;2.355438
25/09/2019;27000000;75004;3;Dependance;;0;703;48.859852;2.355438
25/09/2019;27000000;75004;4;Local_indu_com_ou_assimile;34;0;703;48.859852;2.355438
25/09/2019;27000000;75004;4;Local_indu_com_ou_assimile;27;0;703;48.859852;2.355438
25/09/2019;27000000;75004;2;Appartement;110;4;703;48.859852;2.355438
25/09/2019;27000000;75004;2;Appartement;43;2;703;48.859852;2.355438
25/09/2019;27000000;75004;4;Local_indu_com_ou_assimile;272;0;703;48.859852;2.355438
25/09/2019;27000000;75004;4;Local_indu_com_ou_assimile;61;0;703;48.859852;2.355438
25/09/2019;27000000;75004;4;Local_indu_com_ou_assimile;94;0;703;48.859852;2.355438
25/09/2019;27000000;75004;3;Dependance;;0;703;48.859852;2.355438
25/09/2019;27000000;75004;2;Appartement;17;1;703;48.859852;2.355438
25/09/2019;27000000;75004;3;Dependance;;0;703;48.859852;2.355438
25/09/2019;27000000;75004;4;Local_indu_com_ou_assimile;120;0;703;48.859852;2.355438
25/09/2019;27000000;75004;2;Appartement;54;2;703;48.859852;2.355438
25/09/2019;27000000;75004;3;Dependance;;0;703;48.859852;2.355438
25/09/2019;27000000;75004;4;Local_indu_com_ou_assimile;165;0;703;48.859852;2.355438
25/09/2019;27000000;75004;4;Local_indu_com_ou_assimile;58;0;703;48.859852;2.355438
19/09/2019;131124;75002;2;Appartement;14;1;;48.866033;2.347855
03/10/2019;600000;75004;2;Appartement;61;3;;48.85565;2.358357
25/09/2019;1000;75002;3;Dependance;;0;;48.867541;2.34579
30/09/2019;451800;75002;2;Appartement;41;2;;48.869336;2.350384
02/10/2019;943200;75002;2;Appartement;59;2;;48.866431;2.348095
28/09/2019;128500;75002;2;Appartement;16;1;;48.868493;2.351252
23/09/2019;425000;75004;2;Appartement;36;1;;48.847985;2.365385
24/09/2019;864500;75004;4;Local_indu_com_ou_assimile;120;0;;48.860945;2.350281
20/09/2019;120000;75002;2;Appartement;10;1;;48.868493;2.351252
27/09/2019;1350000;75004;2;Appartement;94;2;;48.858501;2.354004
28/08/2019;400000;75002;3;Dependance;;0;;48.871594;2.340741
28/08/2019;400000;75002;3;Dependance;;0;;48.871594;2.340741
28/08/2019;400000;75002;4;Local_indu_com_ou_assimile;88;0;;48.871594;2.340741
11/10/2019;;75004;4;Local_indu_com_ou_assimile;50;0;;48.856929;2.356622
02/10/2019;333700;75002;2;Appartement;32;2;;48.86532;2.34785
03/10/2019;1132700;75004;4;Local_indu_com_ou_assimile;168;0;;48.851969;2.362045
03/10/2019;1132700;75004;4;Local_indu_com_ou_assimile;208;0;;48.851969;2.362045
09/10/2019;707500;75002;2;Appartement;58;3;;48.868677;2.345442
01/10/2019;50000;75002;2;Appartement;26;2;;48.867642;2.343314
26/09/2019;326600;75002;2;Appartement;24;1;;48.865452;2.34759
11/10/2019;880000;75002;2;Appartement;66;3;;48.869732;2.351693
11/10/2019;42000;75004;3;Dependance;;0;;48.856055;2.364451
09/10/2019;850000;75002;2;Appartement;77;2;;48.870418;2.335116
03/10/2019;732550;75002;2;Appartement;47;2;;48.865275;2.347306
19/09/2019;675000;75002;2;Appartement;48;2;;48.869977;2.339291
11/10/2019;185000;75002;2;Appartement;20;1;;48.869636;2.351943
30/09/2019;115000;75002;2;Appartement;9;1;;48.869007;2.352813
14/10/2019;85000;75004;3;Dependance;;0;;48.856168;2.357887
27/09/2019;634050;75002;2;Appartement;43;2;;48.867752;2.352147
10/10/2019;940000;75002;2;Appartement;65;3;;48.869687;2.349445
03/10/2019;564978;75004;3;Dependance;;0;;48.852986;2.361762
03/10/2019;564978;75004;3;Dependance;;0;;48.852986;2.361762
20/09/2019;285000;75002;3;Dependance;;0;;48.86567;2.344317
20/09/2019;285000;75002;2;Appartement;6;1;;48.86567;2.344317
04/10/2019;1040000;75004;2;Appartement;95;5;;48.852157;2.366959
04/10/2019;300;75002;4;Local_indu_com_ou_assimile;260;0;;48.867816;2.349047
19/10/2019;295000;75002;2;Appartement;24;1;;48.868741;2.334094
10/10/2019;466020;75002;2;Appartement;37;1;;48.871464;2.341149
30/09/2019;8930000;75002;4;Local_indu_com_ou_assimile;114;0;515;48.869155;2.353499
30/09/2019;8930000;75002;4;Local_indu_com_ou_assimile;16;0;515;48.869155;2.353499
30/09/2019;8930000;75002;4;Local_indu_com_ou_assimile;42;0;515;48.869155;2.353499
30/09/2019;8930000;75002;4;Local_indu_com_ou_assimile;2197;0;;48.869138;2.353695
30/09/2019;8930000;75002;4;Local_indu_com_ou_assimile;107;0;;48.869138;2.353695
30/09/2019;8930000;75002;4;Local_indu_com_ou_assimile;116;0;;48.869138;2.353695
30/09/2019;8930000;75002;4;Local_indu_com_ou_assimile;119;0;;48.869138;2.353695
24/09/2019;356000;75002;2;Appartement;32;2;;48.868461;2.351715
30/09/2019;499300;75004;2;Appartement;45;2;;48.856659;2.359181
02/10/2019;447500;75004;4;Local_indu_com_ou_assimile;39;0;;48.85994;2.355666
04/10/2019;824950;75002;2;Appartement;65;3;;48.867816;2.349047
04/10/2019;824950;75002;4;Local_indu_com_ou_assimile;260;0;;48.867816;2.349047
07/10/2019;4338898;75002;4;Local_indu_com_ou_assimile;400;0;87;48.869692;2.348743
26/09/2019;4000000;75004;4;Local_indu_com_ou_assimile;247;0;;48.857511;2.357862
30/09/2019;410000;75004;2;Appartement;28;1;;48.856163;2.359498
07/10/2019;400000;75002;2;Appartement;35;1;;48.867736;2.346427
11/10/2019;630000;75002;3;Dependance;;0;;48.867539;2.335378
11/10/2019;630000;75002;2;Appartement;48;2;;48.867539;2.335378
04/10/2019;670000;75002;2;Appartement;54;2;;48.868822;2.349941
23/09/2019;440000;75004;2;Appartement;50;2;;48.855804;2.357247
16/10/2019;185000;75002;2;Appartement;18;1;;48.865193;2.348391
25/09/2019;1600000;75004;4;Local_indu_com_ou_assimile;108;0;;48.855575;2.358748
25/09/2019;1600000;75004;2;Appartement;97;4;;48.855575;2.358748
01/10/2019;650000;75004;2;Appartement;45;2;;48.855078;2.362415
08/10/2019;250000;75004;2;Appartement;20;1;;48.860887;2.353997
01/10/2019;565000;75004;2;Appartement;38;1;;48.853052;2.361992
11/10/2019;132000;75002;3;Dependance;;0;;48.867341;2.352717
26/09/2019;440000;75002;2;Appartement;38;2;;48.869438;2.351944
16/10/2019;4000000;75002;4;Local_indu_com_ou_assimile;255;0;;48.866986;2.352054
16/10/2019;4000000;75002;4;Local_indu_com_ou_assimile;628;0;;48.866986;2.352054
16/10/2019;4000000;75002;4;Local_indu_com_ou_assimile;50;0;;48.866986;2.352054
27/09/2019;155000;75002;2;Appartement;11;1;;48.865558;2.345816
16/10/2019;686000;75002;2;Appartement;69;3;;48.870602;2.342464
07/10/2019;12000;75004;4;Local_indu_com_ou_assimile;50;0;;48.858759;2.353863
17/10/2019;320000;75004;2;Appartement;27;1;;48.858698;2.353209
01/10/2019;345000;75002;4;Local_indu_com_ou_assimile;36;0;;48.865453;2.349035
08/10/2019;60000;75004;3;Dependance;;0;;48.85215;2.357076
09/10/2019;342000;75002;2;Appartement;28;1;;48.867921;2.347856
30/09/2019;940000;75002;2;Appartement;85;4;;48.864899;2.351458
11/10/2019;30000;75002;2;Appartement;6;1;;48.869007;2.352813
22/10/2019;2880000;75002;4;Local_indu_com_ou_assimile;236;0;;48.868078;2.341502
22/10/2019;2880000;75002;4;Local_indu_com_ou_assimile;191;0;;48.868078;2.341502
11/10/2019;170000;75002;2;Appartement;12;1;;48.869007;2.352813
16/10/2019;251310;75002;2;Appartement;23;1;;48.868994;2.34911
22/10/2019;700000;75002;4;Local_indu_com_ou_assimile;55;0;;48.866548;2.346678
17/10/2019;48600;75002;3;Dependance;;0;;48.869531;2.345598
22/10/2019;1200000;75004;2;Appartement;65;2;;48.85238;2.355949
10/10/2019;425000;75004;4;Local_indu_com_ou_assimile;55;0;;48.859675;2.354923
21/10/2019;697000;75002;2;Appartement;54;2;;48.864805;2.349325
17/10/2019;1130000;75002;4;Local_indu_com_ou_assimile;138;0;;48.864981;2.350756
22/10/2019;1320000;75004;2;Appartement;100;3;;48.858929;2.3545
16/10/2019;315000;75004;2;Appartement;19;1;;48.851952;2.354851
01/10/2019;2175000;75004;2;Appartement;78;4;;48.852109;2.354082
01/10/2019;2175000;75004;3;Dependance;;0;;48.852109;2.354082
11/10/2019;133000;75004;3;Dependance;;0;;48.857754;2.354207
22/10/2019;908650;75004;2;Appartement;56;3;;48.85157;2.355987
04/10/2019;4400000;75002;4;Local_indu_com_ou_assimile;91;0;;48.866663;2.351817
04/10/2019;4400000;75002;4;Local_indu_com_ou_assimile;110;0;;48.866663;2.351817
04/10/2019;4400000;75002;4;Local_indu_com_ou_assimile;91;0;;48.866663;2.351817
04/10/2019;4400000;75002;4;Local_indu_com_ou_assimile;112;0;;48.866663;2.351817
04/10/2019;3360000;75002;4;Local_indu_com_ou_assimile;91;0;;48.866663;2.351817
04/10/2019;3360000;75002;4;Local_indu_com_ou_assimile;91;0;;48.866663;2.351817
04/10/2019;3360000;75002;4;Local_indu_com_ou_assimile;93;0;;48.866663;2.351817
11/10/2019;437000;75002;2;Appartement;40;2;;48.867899;2.352026
09/10/2019;815500;75004;2;Appartement;70;4;;48.855556;2.362383
24/10/2019;788900;75002;2;Appartement;75;3;;48.865342;2.349927
25/10/2019;945300;75004;2;Appartement;70;3;;48.850957;2.358227
18/10/2019;746200;75002;3;Dependance;;0;;48.866268;2.350142
18/10/2019;746200;75002;2;Appartement;60;2;;48.866268;2.350142
08/10/2019;254760;75002;2;Appartement;20;1;;48.867398;2.345189
14/10/2019;500000;75002;2;Appartement;69;2;;48.868649;2.33884
23/10/2019;1390000;75002;2;Appartement;108;3;;48.866969;2.344899
23/10/2019;312000;75004;4;Local_indu_com_ou_assimile;42;0;;48.858669;2.350364
29/10/2019;50000;75004;;;;;;48.849702;2.362757
25/10/2019;2358750;75004;;;;;;48.849702;2.362757
25/10/2019;2358750;75004;;;;;;48.849702;2.362757
25/10/2019;2358750;75004;;;;;;48.849702;2.362757
25/10/2019;2358750;75004;;;;;;48.849702;2.362757
25/10/2019;2358750;75004;;;;;;48.849702;2.362757
25/10/2019;2358750;75004;;;;;;48.849702;2.362757
29/10/2019;1465098;75004;;;;;;48.849702;2.362757
29/10/2019;1465098;75004;;;;;;48.849702;2.362757
14/10/2019;3000;75002;2;Appartement;38;2;;48.866416;2.348337
17/10/2019;175000;75004;2;Appartement;13;1;;48.854305;2.362793
11/10/2019;980000;75004;2;Appartement;75;3;;48.852065;2.367356
18/10/2019;428570;75004;2;Appartement;27;2;;48.85198;2.355854
08/10/2019;1086000;75004;2;Appartement;65;4;;48.856103;2.361591
24/10/2019;1500;75002;2;Appartement;17;1;;48.865004;2.347211
15/10/2019;728000;75002;2;Appartement;60;3;;48.866407;2.347387
21/10/2019;79353;75004;3;Dependance;;0;;48.856259;2.357607
31/10/2019;329750;75002;2;Appartement;26;1;;48.866375;2.344027
25/10/2019;11500;75004;2;Appartement;30;1;;48.857991;2.35232
18/10/2019;410000;75002;2;Appartement;35;2;;48.864583;2.349277
11/10/2019;1827500;75002;4;Local_indu_com_ou_assimile;74;0;;48.866135;2.341217
11/10/2019;1409850;75004;2;Appartement;116;4;;48.854034;2.363726
18/09/2019;497000;75002;2;Appartement;44;2;;48.866375;2.344027
11/10/2019;440000;75004;2;Appartement;33;2;;48.852428;2.362723
18/10/2019;430000;75002;2;Appartement;49;3;;48.869013;2.35261
07/10/2019;665000;75002;4;Local_indu_com_ou_assimile;50;0;;48.8705;2.341525
30/10/2019;25000;75002;3;Dependance;;0;;48.868751;2.347102
11/10/2019;1650000;75004;3;Dependance;;0;;48.852365;2.365518
11/10/2019;1650000;75004;2;Appartement;114;5;;48.852365;2.365518
25/10/2019;600000;75002;2;Appartement;73;3;;48.86605;2.351567
23/10/2019;82000000;75002;3;Dependance;;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;115;4;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;322;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;382;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;363;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;35;2;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;126;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;78;3;1760;48.87024;2.339876
23/10/2019;82000000;75002;3;Dependance;;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;55;2;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;98;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;85;4;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;30;1;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;130;6;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;101;5;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;120;4;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;30;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;174;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;141;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;95;4;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;87;3;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;124;3;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;25;1;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;133;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;176;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;126;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;301;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;57;2;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;111;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;126;5;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;92;3;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;462;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;114;4;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;154;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;45;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;173;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;73;3;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;126;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;180;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;113;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;70;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;92;3;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;125;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;63;4;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;414;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;17;1;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;17;1;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;17;1;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;146;4;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;80;3;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;43;0;1760;48.87024;2.339876
23/10/2019;82000000;75002;2;Appartement;110;4;1760;48.87024;2.339876
23/10/2019;82000000;75002;4;Local_indu_com_ou_assimile;175;0;1760;48.87024;2.339876
23/10/2019;293233;75004;;;;;;48.849702;2.362757
15/10/2019;1134000;75002;2;Appartement;75;2;;48.866152;2.346365
23/10/2019;270000;75004;3;Dependance;;0;;48.852877;2.354892
30/10/2019;124000;75004;3;Dependance;;0;;48.848644;2.365023
11/10/2019;285000;75002;2;Appartement;23;2;;48.868819;2.343927
04/11/2019;420000;75002;4;Local_indu_com_ou_assimile;65;0;;48.864342;2.349523
16/10/2019;2510000;75002;4;Local_indu_com_ou_assimile;280;0;;48.86967;2.34347
16/10/2019;2510000;75002;2;Appartement;95;4;;48.86967;2.34347
08/10/2019;649000;75002;2;Appartement;63;3;;48.864346;2.348607
31/10/2019;523650;75004;2;Appartement;45;2;;48.858227;2.351147
29/10/2019;200;75004;2;Appartement;57;2;;48.8556;2.362827
24/10/2019;543500;75004;3;Dependance;;0;;48.855274;2.368044
24/10/2019;543500;75004;2;Appartement;53;2;;48.855274;2.368044
11/10/2019;885000;75002;2;Appartement;65;3;;48.863621;2.350735
