valeur_fonciere,code_postal,type_local,surface,nombre_pieces_principales,month,year
100000,75018,0,1272,2,5,2019
86000,75018,0,1272,2,5,2019
450000,75018,0,1272,4,5,2019
235000,75018,0,1272,1,5,2019
104000,75018,0,1272,2,5,2019
349350,75018,0,1272,2,5,2019
542050,75018,0,1272,3,5,2019
244000,75018,0,1272,2,4,2019
170000,75018,0,1272,2,5,2019
169900,75018,0,1272,1,5,2019
369728,75018,0,1272,3,5,2019
133000,75018,0,1272,2,5,2019
509000,75018,0,1272,3,5,2019
340000,75018,0,1272,2,5,2019
135000,75018,2,1272,7,5,2019
602000,75018,0,1272,3,4,2019
219500,75018,0,1272,2,5,2019
470000,75018,0,1272,3,5,2019
435000,75018,7,1272,7,5,2019
133000,75018,0,1272,1,5,2019
739000,75018,0,1272,4,5,2019
14900,75018,2,1272,7,5,2019
900000,75018,3,1272,7,2,2019
20000,75018,2,1272,7,5,2019
202500,75018,0,1272,1,5,2019
200000,75018,0,1272,1,5,2019
160000,75018,0,1272,1,5,2019
301948,75018,0,1272,3,5,2019
179000,75018,0,1272,2,5,2019
390000,75018,0,1272,1,5,2019
168000,75018,0,1272,2,5,2019
166000,75018,0,1272,1,5,2019
475000,75018,2,1272,7,5,2019
475000,75018,0,1272,3,5,2019
1475000,75018,0,1272,5,5,2019
8500000,75018,3,185,7,5,2019
8500000,75018,2,1272,7,5,2019
655000,75018,0,1272,3,5,2019
45000,75018,0,1272,1,5,2019
312000,75018,0,1272,2,5,2019
400000,75018,0,1272,1,5,2019
603800,75018,0,1272,3,5,2019
587000,75018,0,1272,3,5,2019
435000,75018,0,1272,2,5,2019
527460,75018,0,1272,2,5,2019
340000,75018,2,1272,7,5,2019
145000,75018,0,1272,2,5,2019
491600,75018,0,1272,2,5,2019
530000,75018,0,1272,2,5,2019
6000,75018,0,1272,4,5,2019
17000,75018,2,1272,7,5,2019
265000,75018,0,1272,1,5,2019
58000,75018,2,1272,7,5,2019
184000,75018,0,1272,1,5,2019
252000,75018,0,1272,2,5,2019
205000,75018,0,1272,1,5,2019
730000,75018,0,1272,3,5,2019
140000,75018,0,1272,1,5,2019
275000,75018,0,1272,1,5,2019
226500,75018,0,1272,2,5,2019
360000,75018,0,1272,4,4,2019
72500,75018,2,1272,7,5,2019
425280,75018,2,1272,7,5,2019
425280,75018,0,1272,2,5,2019
486000,75018,2,1272,7,5,2019
486000,75018,0,1272,3,5,2019
220000,75018,0,1272,1,5,2019
300000,75018,0,1272,2,5,2019
210000,75018,0,1272,2,5,2019
315000,75018,0,1272,1,5,2019
110560,75018,0,1272,2,2,2019
208900,75018,0,1272,2,2,2019
455725,75018,0,1272,2,4,2019
180000,75018,0,1272,2,5,2019
180000,75018,2,1272,7,5,2019
192000,75018,0,1272,2,5,2019
870000,75018,2,1272,7,5,2019
870000,75018,3,1272,7,5,2019
50000,75018,0,1272,1,5,2019
618600,75018,0,1272,3,5,2019
35000,75018,2,1272,7,5,2019
410000,75018,0,1272,2,5,2019
21000,75018,2,1272,7,5,2019
230000,75018,0,1272,3,5,2019
640000,75018,0,1272,3,5,2019
702000,75018,0,1272,4,5,2019
702000,75018,2,1272,7,5,2019
436378,75018,0,1272,2,5,2019
436378,75018,2,1272,7,5,2019
120000,75018,0,1272,1,5,2019
325800,75018,0,1272,2,5,2019
140000,75018,0,1272,2,5,2019
1000,75018,2,1272,7,5,2019
590000,75018,0,1272,4,5,2019
590000,75018,0,1272,3,5,2019
320300,75018,0,1272,2,5,2019
253900,75018,0,1272,2,5,2019
25000,75018,2,1272,7,5,2019
170000,75018,0,1272,1,5,2019
272520,75018,0,1272,3,5,2019
230000,75018,0,1272,2,5,2019
153900,75018,0,1272,1,5,2019
579645,75018,0,1272,2,5,2019
579645,75018,2,1272,7,5,2019
120000,75018,0,1272,2,5,2019
285000,75018,0,1272,3,5,2019
14000,75018,2,1272,7,6,2019
402400,75018,0,1272,1,5,2019
425000,75018,0,1272,3,5,2019
425000,75018,2,1272,7,5,2019
20500,75018,2,1272,7,5,2019
150000,75018,3,1272,7,5,2019
560000,75018,0,1272,3,5,2019
360000,75018,0,1272,3,5,2019
38000,75018,0,1272,1,5,2019
299000,75018,0,1272,2,5,2019
299000,75018,2,1272,7,5,2019
212590,75018,0,1272,2,5,2019
3100,75018,2,1272,7,5,2019
670000,75018,2,1272,7,5,2019
670000,75018,0,1272,3,5,2019
256000,75018,0,1272,1,4,2019
85000,75018,0,1272,1,5,2019
350000,75018,0,1272,2,5,2019
195000,75018,3,1272,7,5,2019
615000,75018,0,1272,3,5,2019
332000,75018,0,1272,2,5,2019
485000,75018,0,1272,3,5,2019
340000,75018,0,1272,1,5,2019
364220,75018,7,1272,7,5,2019
474000,75018,0,1272,3,5,2019
200000,75018,0,1272,1,6,2019
369000,75018,0,1272,3,5,2019
369000,75018,2,1272,7,5,2019
431600,75018,0,1272,2,5,2019
396600,75018,0,1272,2,5,2019
389660,75018,7,1272,7,5,2019
20000,75018,2,1272,7,6,2019
430000,75018,0,1272,2,1,2019
335000,75018,0,1272,2,5,2019
200,75018,0,1272,2,5,2019
560000,75018,0,1272,3,6,2019
262000,75018,0,1272,2,5,2019
156600,75018,0,1272,1,5,2019
250000,75018,0,1272,1,5,2019
465000,75018,0,1272,1,5,2019
361905,75018,0,1272,1,5,2019
220000,75018,0,1272,1,6,2019
397000,75018,0,1272,2,5,2019
890000,75018,0,1272,3,5,2019
297000,75018,0,1272,2,5,2019
92000,75018,0,1272,1,5,2019
415200,75018,0,1272,2,5,2019
415200,75018,2,1272,7,5,2019
189450,75018,0,1272,1,5,2019
412000,75018,0,1272,1,5,2019
416000,75018,0,1272,3,5,2019
540000,75018,0,1272,3,5,2019
540000,75018,0,1272,2,5,2019
540000,75018,2,1272,7,5,2019
3508846,75018,0,1272,1,5,2019
4000,75018,3,1272,7,5,2019
372510,75018,0,1272,3,5,2019
12500,75018,2,1272,7,5,2019
279500,75018,0,1272,2,4,2019
390000,75018,3,1272,7,5,2019
140400,75018,2,1272,7,5,2019
140400,75018,0,1272,1,5,2019
213000,75018,0,1272,1,6,2019
617000,75018,0,1272,4,6,2019
870550,75018,0,1272,4,5,2019
274510,75018,3,1272,7,5,2019
480000,75018,0,1272,4,5,2019
333500,75018,0,1272,2,5,2019
448200,75018,0,1272,3,5,2019
380000,75018,0,1272,2,5,2019
25000,75018,2,1272,7,6,2019
720000,75018,0,1272,3,5,2019
262950,75018,0,1272,2,6,2019
262950,75018,2,1272,7,6,2019
170000,75018,0,1272,1,6,2019
625000,75018,0,1272,3,5,2019
400000,75018,0,1272,2,5,2019
182000,75018,0,1272,2,5,2019
320000,75018,0,1272,2,5,2019
775000,75018,0,1272,4,6,2019
708690,75018,0,1272,3,5,2019
1050000,75018,0,1272,5,5,2019
1050000,75018,2,1272,7,5,2019
405000,75018,0,1272,2,5,2019
263000,75018,0,1272,2,5,2019
1730000,75018,0,1272,5,6,2019
494000,75018,0,1272,2,6,2019
330000,75018,0,1272,1,6,2019
458700,75018,0,1272,2,5,2019
275000,75018,0,1272,1,6,2019
112000,75018,0,1272,1,5,2019
165000,75018,0,1272,1,5,2019
285444,75018,0,1272,2,6,2019
289000,75018,0,1272,2,5,2019
456475,75018,0,1272,2,6,2019
30000,75018,2,1272,7,6,2019
435000,75018,2,1272,7,6,2019
435000,75018,0,1272,3,6,2019
466400,75018,0,1272,3,5,2019
466400,75018,2,1272,7,5,2019
495000,75018,0,1272,3,6,2019
86000,75018,0,1272,1,5,2019
280000,75018,0,1272,1,5,2019
266475,75018,0,1272,1,6,2019
35000,75018,7,1272,7,6,2019
573200,75018,0,1272,3,5,2019
317000,75018,0,1272,2,5,2019
140000,75018,0,1272,1,6,2019
230000,75018,0,1272,2,6,2019
350000,75018,0,1272,2,6,2019
150000,75018,0,1272,1,5,2019
225880,75018,7,1272,7,5,2019
233875,75018,7,1272,7,5,2019
805000,75018,0,1272,2,5,2019
805000,75018,0,1272,3,5,2019
565000,75018,0,1272,2,5,2019
500000,75018,0,1272,3,6,2019
256250,75018,0,1272,2,5,2019
3508846,75018,0,1272,3,6,2019
3508846,75018,0,1272,4,6,2019
118800,75018,0,1272,2,5,2019
233792,75018,0,1272,2,5,2019
275000,75018,0,1272,2,6,2019
595000,75018,0,1272,2,5,2019
1100000,75018,2,1272,7,6,2019
1100000,75018,0,1272,5,6,2019
233000,75018,0,1272,1,5,2019
750000,75018,0,1272,4,6,2019
155000,75018,0,1272,1,6,2019
372050,75018,0,1272,2,5,2019
585000,75018,0,1272,4,6,2019
730000,75018,7,1272,7,6,2019
528650,75018,0,1272,2,6,2019
255000,75018,0,1272,2,5,2019
50000,75018,2,1272,7,5,2019
240000,75018,0,1272,2,6,2019
282000,75018,0,1272,2,5,2019
810000,75018,0,1272,2,6,2019
306000,75018,3,1272,7,6,2019
175000,75018,0,1272,1,6,2019
359000,75018,0,1272,2,5,2019
550000,75018,0,1272,1,6,2019
265450,75018,0,1272,2,6,2019
305000,75018,0,1272,3,5,2019
600000,75018,0,1272,4,5,2019
612641,75018,7,1272,7,6,2019
465000,75018,0,1272,2,6,2019
353500,75018,0,1272,2,6,2019
81300,75018,2,1272,7,5,2019
730000,75018,0,1272,2,6,2019
256000,75018,0,1272,2,6,2019
380000,75018,0,1272,3,6,2019
460000,75018,0,1272,2,5,2019
22000,75018,2,1272,7,6,2019
515000,75018,0,1272,3,5,2019
145103,75018,0,1272,3,5,2019
991000,75018,0,1272,3,6,2019
248500,75018,0,1272,2,5,2019
162000,75018,0,1272,2,5,2019
2000,75018,0,1272,2,6,2019
100000,75018,3,1272,7,6,2019
100000,75018,2,1272,7,6,2019
1400000,75018,0,1272,2,6,2019
1400000,75018,0,1272,1,6,2019
290000,75018,0,1272,1,6,2019
415000,75018,0,1272,2,6,2019
18000,75018,2,1272,7,5,2019
300000,75018,0,1272,2,6,2019
808000,75018,0,1272,4,5,2019
808000,75018,2,1272,7,5,2019
340650,75018,0,1272,1,5,2019
399000,75018,0,1272,2,6,2019
426000,75018,0,1272,2,6,2019
900000,75018,0,1272,3,6,2019
889724,75018,0,1272,5,6,2019
323300,75018,0,1272,3,6,2019
450000,75018,0,1272,3,5,2019
804000,75018,0,1272,3,6,2019
370000,75018,0,1272,2,6,2019
1650000,75018,0,1272,4,6,2019
610000,75018,0,1272,2,6,2019
610000,75018,0,1272,1,6,2019
110000,75018,0,1272,1,5,2019
182500,75018,0,1272,2,6,2019
276000,75018,0,1272,3,6,2019
267000,75018,0,1272,2,6,2019
580000,75018,0,1272,3,6,2019
390000,75018,3,1272,7,6,2019
450000,75018,0,1272,1,6,2019
23000,75018,2,1272,7,6,2019
271500,75018,0,1272,2,6,2019
385000,75018,0,1272,2,5,2019
285000,75018,0,1272,2,5,2019
300000,75018,2,1272,7,6,2019
211000,75018,0,1272,2,5,2019
135000,75018,0,1272,1,6,2019
307200,75018,0,1272,1,6,2019
272850,75018,0,1272,2,6,2019
95000,75018,0,1272,1,5,2019
3508846,75018,7,1272,7,6,2019
522500,75018,0,1272,3,6,2019
318150,75018,0,1272,1,6,2019
744600,75018,0,1272,4,6,2019
693850,75018,0,1272,3,6,2019
180000,75018,0,1272,1,6,2019
333000,75018,0,1272,2,6,2019
305000,75018,2,1272,7,6,2019
315100,75018,0,1272,3,5,2019
315100,75018,0,1272,1,5,2019
85000,75018,0,1272,1,6,2019
972500,75018,0,1272,4,6,2019
308000,75018,0,1272,2,5,2019
28000,75018,2,1272,7,6,2019
462400,75018,0,1272,3,6,2019
299000,75018,0,1272,2,6,2019
250000,75018,0,1272,1,6,2019
85000,75018,2,1272,7,6,2019
200000,75018,2,1272,7,2,2019
200000,75018,3,1272,7,2,2019
364000,75018,0,1272,2,6,2019
568350,75018,0,1272,3,6,2019
362400,75018,0,1272,3,6,2019
530000,75018,0,1272,4,6,2019
650000,75018,0,1272,3,6,2019
418000,75018,0,1272,3,6,2019
293160,75018,0,1272,3,6,2019
381450,75018,7,1272,7,6,2019
390000,75018,0,1272,2,5,2019
207000,75018,0,1272,1,6,2019
756000,75018,2,1272,7,6,2019
756000,75018,0,1272,3,6,2019
434100,75018,0,1272,3,6,2019
377000,75018,0,1272,2,6,2019
278000,75018,0,1272,2,6,2019
33000,75018,2,1272,7,6,2019
1150000,75018,0,1272,2,6,2019
1150000,75018,0,1272,1,6,2019
268000,75018,0,1272,2,6,2019
265000,75018,0,1272,2,6,2019
23200,75018,2,1272,7,6,2019
654800,75018,0,1272,3,6,2019
230000,75018,3,1272,7,6,2019
730000,75018,0,1272,4,6,2019
730000,75018,2,1272,7,6,2019
383600,75018,0,1272,2,5,2019
202000,75018,0,1272,2,6,2019
430000,75018,0,1272,3,6,2019
453000,75018,0,1272,2,6,2019
335000,75018,3,1272,7,6,2019
754350,75018,0,1272,4,6,2019
383000,75018,0,1272,2,6,2019
114000,75018,0,1272,1,6,2019
618000,75018,0,1272,5,6,2019
12000000,75018,3,769,7,6,2019
12000000,75018,0,769,1,6,2019
888310,75018,0,1272,4,6,2019
312300,75018,0,1272,1,5,2019
238000,75018,3,1272,7,5,2019
302440,75018,0,1272,2,6,2019
4400000,75018,3,1272,7,5,2019
425000,75018,0,1272,3,6,2019
293000,75018,0,1272,3,6,2019
226250,75018,0,1272,1,6,2019
417000,75018,0,1272,2,6,2019
311000,75018,0,1272,2,6,2019
1250000,75018,0,71,1,6,2019
1250000,75018,3,71,7,6,2019
1250000,75018,0,71,2,6,2019
660000,75018,0,1272,3,6,2019
408100,75018,0,1272,2,6,2019
633300,75018,0,1272,2,6,2019
47500,75018,2,1272,7,6,2019
349000,75018,0,1272,2,5,2019
706000,75018,0,1272,4,6,2019
13000,75018,2,1272,7,6,2019
148000,75018,0,1272,1,6,2019
302500,75018,0,1272,2,6,2019
23500,75018,2,1272,7,6,2019
235000,75018,0,1272,2,6,2019
420000,75018,0,1272,2,6,2019
17000,75018,2,1272,7,6,2019
264450,75018,0,1272,2,6,2019
136000,75018,0,1272,1,6,2019
310000,75018,0,1272,3,6,2019
80000,75018,0,1272,1,6,2019
500000,75018,0,1272,2,5,2019
207000,75018,0,1272,2,6,2019
60000,75018,0,1272,1,6,2019
537000,75018,0,1272,2,6,2019
120000,75018,0,1272,2,6,2019
359000,75018,0,1272,2,6,2019
625000,75018,3,1272,7,4,2019
255000,75018,0,1272,1,6,2019
242000,75018,0,1272,1,6,2019
115000,75018,0,1272,1,6,2019
390000,75018,0,1272,2,6,2019
159000,75018,3,1272,7,6,2019
3508846,75018,0,1272,5,6,2019
180000,75018,0,1272,2,6,2019
14900,75018,3,1272,7,5,2019
330000,75018,0,1272,3,6,2019
517000,75018,0,1272,2,5,2019
253661,75018,0,1272,1,6,2019
356707,75018,0,1272,3,6,2019
351560,75018,3,1272,7,6,2019
1123900,75018,0,1272,4,6,2019
1236000,75018,3,1272,7,6,2019
1236000,75018,2,1272,7,6,2019
1236000,75018,0,1272,5,6,2019
572500,75018,0,1272,4,6,2019
528600,75018,0,1272,3,6,2019
2320000,75018,7,1272,7,6,2019
228000,75018,0,1272,2,6,2019
140000,75018,0,1272,3,6,2019
355000,75018,0,1272,2,6,2019
83000,75018,0,1272,1,6,2019
800000,75018,2,1272,7,6,2019
520000,75018,0,1272,2,6,2019
260700,75018,0,1272,2,6,2019
129000,75018,0,1272,1,6,2019
1182000,75018,0,1272,2,6,2019
575000,75018,0,1272,3,6,2019
865000,75018,0,1272,2,6,2019
360000,75018,0,1272,2,6,2019
620000,75018,0,1272,2,6,2019
504250,75018,0,1272,2,6,2019
323000,75018,0,1272,2,6,2019
456000,75018,1,111,3,6,2019
456000,75018,3,111,7,6,2019
116000,75018,0,1272,1,6,2019
5500,75018,2,1272,7,6,2019
187000,75018,0,1272,1,6,2019
359500,75018,0,1272,2,6,2019
372000,75018,0,1272,1,6,2019
584250,75018,0,1272,2,6,2019
712000,75018,0,1272,2,6,2019
419055,75018,0,1272,3,6,2019
352500,75018,0,1272,2,6,2019
279000,75018,0,1272,2,6,2019
285000,75018,0,1272,2,6,2019
510000,75018,0,1272,2,6,2019
475000,75018,0,1272,3,6,2019
260000,75018,0,1272,2,6,2019
235700,75018,0,1272,1,6,2019
275600,75018,0,1272,2,6,2019
192500,75018,0,1272,1,6,2019
26000,75018,2,1272,7,6,2019
1095850,75018,0,1272,4,6,2019
557000,75018,0,1272,3,6,2019
557000,75018,2,1272,7,6,2019
370000,75018,0,1272,1,6,2019
370000,75018,2,1272,7,6,2019
327970,75018,0,1272,2,6,2019
16200,75018,2,1272,7,6,2019
286000,75018,0,1272,2,6,2019
215520,75018,0,1272,2,6,2019
817600,75018,0,1272,3,6,2019
817600,75018,0,1272,4,6,2019
338000,75018,0,1272,2,6,2019
130000,75018,0,1272,1,6,2019
3000,75018,0,1272,1,6,2019
321000,75018,0,1272,2,6,2019
171000,75018,3,1272,7,6,2019
371700,75018,0,1272,2,7,2019
836400,75018,0,1272,3,6,2019
820000,75018,0,1272,3,6,2019
607500,75018,0,1272,2,6,2019
505000,75018,0,1272,2,7,2019
168000,75018,0,1272,1,6,2019
330000,75018,0,1272,2,7,2019
225000,75018,0,1272,2,6,2019
230000,75018,0,1272,1,6,2019
1975000,75018,3,1272,7,6,2019
349000,75018,0,1272,2,6,2019
450400,75018,0,1272,4,6,2019
1127500,75018,0,1272,5,6,2019
826000,75018,2,1272,7,6,2019
826000,75018,0,1272,4,6,2019
479800,75018,0,1272,3,6,2019
140000,75018,0,1272,2,7,2019
1000,75018,0,1272,2,6,2019
90000,75018,0,1272,2,6,2019
495000,75018,0,1272,2,6,2019
140500,75018,0,1272,1,7,2019
126609,75018,0,1272,1,7,2019
3019624,75018,0,1272,4,6,2019
3019624,75018,2,1272,7,6,2019
3019624,75018,0,1272,2,6,2019
3019624,75018,0,1272,3,6,2019
788000,75018,2,1272,7,7,2019
788000,75018,0,1272,4,7,2019
290000,75018,0,1272,2,6,2019
2028700,75018,0,1272,3,6,2019
2028700,75018,0,1272,2,6,2019
2028700,75018,0,1272,4,6,2019
280000,75018,0,1272,1,6,2019
525000,75018,0,1272,2,6,2019
381100,75018,0,1272,2,6,2019
310000,75018,0,1272,2,5,2019
282000,75018,0,1272,4,5,2019
568000,75018,0,1272,3,6,2019
568000,75018,0,1272,2,6,2019
159000,75018,0,1272,1,6,2019
37000,75018,2,1272,7,6,2019
850000,75018,0,1272,4,6,2019
64200,75018,0,1272,1,6,2019
565720,75018,0,1272,3,6,2019
310000,75018,0,1272,2,6,2019
281000,75018,0,1272,2,6,2019
110000,75018,0,1272,1,6,2019
15000,75018,2,1272,7,6,2019
730000,75018,0,1272,4,7,2019
227105,75018,0,1272,1,6,2019
134100,75018,2,1272,7,6,2019
5000,75018,0,1272,1,6,2019
3000,75018,2,1272,7,6,2019
548077,75018,0,1272,3,6,2019
470000,75018,0,1272,2,6,2019
470000,75018,2,1272,7,6,2019
460000,75018,0,1272,3,7,2019
625000,75018,2,1272,7,6,2019
625000,75018,0,1272,2,6,2019
170000,75018,0,1272,2,6,2019
17000,75018,0,1272,3,6,2019
934000,75018,0,1272,3,6,2019
179500,75018,0,1272,1,6,2019
536300,75018,0,1272,3,6,2019
240000,75018,0,1272,1,6,2019
325420,75018,0,1272,2,6,2019
320010,75018,0,1272,2,6,2019
290000,75018,2,1272,7,7,2019
290000,75018,0,1272,1,7,2019
276000,75018,0,1272,2,6,2019
505200,75018,0,1272,2,6,2019
710000,75018,0,1272,3,6,2019
94000,75018,2,1272,7,6,2019
408390,75018,0,1272,1,6,2019
622500,75018,0,1272,2,6,2019
60000,75018,2,1272,7,6,2019
283500,75018,0,1272,2,5,2019
715450,75018,0,1272,4,6,2019
210000,75018,0,1272,1,6,2019
482000,75018,0,1272,3,6,2019
297400,75018,0,1272,1,7,2019
370000,75018,0,1272,3,7,2019
269000,75018,0,1272,3,6,2019
157000,75018,0,1272,2,6,2019
215000,75018,0,1272,2,6,2019
550000,75018,0,1272,3,6,2019
3508846,75018,7,1272,7,7,2019
1320000,75018,0,1272,3,6,2019
1320000,75018,2,1272,7,6,2019
410000,75018,0,1272,3,6,2019
650000,75018,0,1272,2,6,2019
315000,75018,0,1272,3,6,2019
108000,75018,0,1272,2,6,2019
204000,75018,0,1272,1,6,2019
152900,75018,0,1272,2,6,2019
330000,75018,0,1272,2,6,2019
515500,75018,2,1272,7,7,2019
515500,75018,0,1272,3,7,2019
28000,75018,2,1272,7,7,2019
500500,75018,0,1272,3,7,2019
225000,75018,2,1272,7,7,2019
225000,75018,3,1272,7,7,2019
349000,75018,0,1272,2,7,2019
1102500,75018,0,1272,4,6,2019
271050,75018,0,1272,2,6,2019
720000,75018,2,1272,7,6,2019
720000,75018,0,1272,4,6,2019
190000,75018,0,1272,2,6,2019
380000,75018,0,1272,2,7,2019
23000,75018,2,1272,7,7,2019
589000,75018,0,1272,3,7,2019
666600,75018,0,1272,3,6,2019
295000,75018,0,1272,2,6,2019
190000,75018,0,1272,1,6,2019
610200,75018,0,1272,3,7,2019
24000,75018,2,1272,7,6,2019
503500,75018,0,1272,3,6,2019
150000,75018,0,1272,1,6,2019
1392000,75018,0,1272,5,6,2019
260000,75018,0,1272,2,7,2019
741700,75018,0,1272,3,6,2019
271000,75018,0,1272,2,6,2019
275000,75018,0,1272,2,5,2019
395000,75018,3,1272,7,6,2019
511500,75018,0,1272,3,7,2019
800000,75018,0,1272,4,6,2019
94550,75018,0,1272,1,6,2019
455000,75018,0,1272,3,6,2019
455000,75018,0,1272,1,6,2019
320000,75018,3,1272,7,7,2019
455000,75018,0,1272,3,7,2019
265000,75018,0,1272,1,7,2019
108000,75018,0,1272,1,6,2019
20000,75018,0,1272,3,7,2019
20000,75018,2,1272,7,7,2019
440000,75018,0,1272,2,7,2019
1000000,75018,3,211,7,6,2019
1054450,75018,0,1272,3,7,2019
515000,75018,0,1272,3,7,2019
50000,75018,0,1272,2,6,2019
220000,75018,0,1272,2,6,2019
5000,75018,0,1272,5,6,2019
520000,75018,3,1272,7,6,2019
257500,75018,0,1272,2,6,2019
445000,75018,0,1272,3,6,2019
391400,75018,0,1272,2,7,2019
315000,75018,0,1272,2,6,2019
16625,75018,2,1272,7,6,2019
39000,75018,2,1272,7,7,2019
165000,75018,0,1272,1,6,2019
420000,75018,3,1272,7,7,2019
292230,75018,0,1272,2,7,2019
699000,75018,0,1272,4,6,2019
658050,75018,0,1272,3,7,2019
183000,75018,0,1272,1,7,2019
120000,75018,3,1272,7,7,2019
211000,75018,0,1272,1,7,2019
215980,75018,0,1272,2,6,2019
164000,75018,0,1272,2,6,2019
1150000,75018,2,1272,7,7,2019
1150000,75018,0,1272,4,7,2019
314000,75018,0,1272,2,6,2019
250000,75018,0,1272,3,6,2019
250000,75018,2,1272,7,6,2019
5000000,75018,0,1272,2,6,2019
5000000,75018,0,1272,1,6,2019
5000000,75018,2,1272,7,6,2019
5000000,75018,3,1272,7,6,2019
5000000,75018,0,1272,4,6,2019
535000,75018,0,1272,3,7,2019
352000,75018,0,1272,3,7,2019
210000,75018,0,1272,2,7,2019
19000,75018,2,1272,7,6,2019
255850,75018,0,1272,1,6,2019
125000,75018,2,1272,7,6,2019
260000,75018,0,1272,1,6,2019
160000,75018,0,1272,1,6,2019
245000,75018,0,1272,1,6,2019
804370,75018,0,1272,3,7,2019
80000,75018,0,1272,2,6,2019
80000,75018,2,1272,7,6,2019
471500,75018,0,1272,3,6,2019
600000,75018,0,1272,3,7,2019
205000,75018,0,1272,2,7,2019
356000,75018,0,1272,1,7,2019
1060000,75018,0,1272,4,7,2019
308900,75018,0,1272,2,6,2019
499000,75018,0,1272,3,7,2019
280000,75018,0,1272,3,7,2019
280000,75018,3,1272,7,7,2019
200000,75018,0,1272,2,7,2019
392400,75018,0,1272,3,7,2019
506000,75018,0,1272,3,7,2019
267000,75018,0,1272,2,7,2019
300000,75018,0,1272,2,7,2019
283000,75018,0,1272,2,7,2019
17000,75018,2,1272,7,7,2019
142000,75018,0,1272,1,6,2019
1110000,75018,2,1272,7,7,2019
1110000,75018,3,1272,7,7,2019
1110000,75018,0,1272,3,7,2019
400000,75018,0,1272,2,7,2019
435000,75018,0,1272,2,7,2019
560000,75018,2,1272,7,7,2019
560000,75018,0,1272,3,7,2019
399000,75018,0,1272,2,7,2019
783000,75018,0,1272,3,7,2019
636600,75018,0,1272,3,7,2019
635000,75018,0,1272,3,7,2019
340000,75018,0,1272,2,6,2019
346000,75018,0,1272,2,7,2019
190000,75018,0,1272,1,7,2019
242000,75018,0,1272,2,7,2019
200000,75018,0,1272,1,7,2019
815000,75018,0,1272,3,7,2019
388500,75018,0,1272,2,6,2019
295000,75018,0,1272,2,7,2019
887100,75018,0,1272,3,6,2019
887100,75018,2,1272,7,6,2019
186600,75018,0,1272,2,7,2019
208900,75018,0,1272,1,7,2019
2850000,75018,3,95,7,6,2019
155000,75018,0,1272,1,7,2019
145000,75018,2,1272,7,7,2019
397100,75018,0,1272,2,7,2019
975000,75018,1,95,4,6,2019
547300,75018,0,1272,2,6,2019
534000,75018,0,1272,3,7,2019
135000,75018,2,1272,7,6,2019
135000,75018,0,1272,2,6,2019
391630,75018,0,1272,1,7,2019
190000,75018,0,1272,2,7,2019
387900,75018,0,1272,2,7,2019
387900,75018,2,1272,7,7,2019
70000,75018,0,1272,1,6,2019
685000,75018,0,1272,3,7,2019
685000,75018,2,1272,7,7,2019
325000,75018,0,1272,2,6,2019
740000,75018,2,1272,7,7,2019
740000,75018,0,1272,4,7,2019
470000,75018,0,1272,4,6,2019
347700,75018,0,1272,2,6,2019
120000,75018,0,1272,2,7,2019
834377,75018,0,1272,3,7,2019
250000,75018,0,1272,1,7,2019
27000,75018,2,1272,7,7,2019
335000,75018,0,1272,2,7,2019
236000,75018,0,1272,1,6,2019
745000,75018,2,1272,7,7,2019
745000,75018,0,1272,2,7,2019
310370,75018,0,1272,2,7,2019
150000,75018,0,1272,2,7,2019
475000,75018,0,1272,3,7,2019
106000,75018,0,1272,1,6,2019
37000,75018,2,1272,7,7,2019
461000,75018,0,1272,2,7,2019
2330218,75018,1,165,4,7,2019
480000,75018,0,1272,2,7,2019
599700,75018,0,1272,4,6,2019
1307000,75018,0,1272,4,7,2019
1000,75018,0,1272,1,7,2019
894600,75018,0,1272,4,7,2019
421400,75018,0,1272,2,7,2019
575000,75018,0,1272,5,7,2019
21000,75018,2,1272,7,7,2019
431650,75018,0,1272,3,7,2019
311020,75018,0,1272,1,7,2019
328000,75018,0,1272,5,7,2019
1000100,75018,0,1272,4,7,2019
1000100,75018,2,1272,7,7,2019
432620,75018,0,1272,2,6,2019
29400,75018,2,1272,7,7,2019
170000,75018,0,1272,1,7,2019
34000,75018,0,1272,1,7,2019
714500,75018,0,1272,3,7,2019
243000,75018,0,1272,2,7,2019
29000,75018,0,1272,3,7,2019
605500,75018,0,1272,3,7,2019
707320,75018,0,1272,3,7,2019
16000,75018,2,1272,7,7,2019
465600,75018,0,1272,2,7,2019
385000,75018,0,1272,3,7,2019
385000,75018,0,1272,2,7,2019
305000,75018,0,1272,1,6,2019
490000,75018,0,1272,2,7,2019
17250,75018,2,1272,7,7,2019
14000,75018,2,1272,7,7,2019
638000,75018,0,1272,2,7,2019
1283000,75018,2,1272,7,7,2019
1283000,75018,0,1272,4,7,2019
166250,75018,0,1272,1,7,2019
8781730,7,7,1272,7,6,2019
398000,75018,0,1272,2,7,2019
420000,75018,0,1272,3,7,2019
45000,75018,3,1272,7,6,2019
533000,75018,0,1272,3,7,2019
11250,75018,0,1272,3,6,2019
1379900,75018,0,1272,4,7,2019
1379900,75018,2,1272,7,7,2019
140000,75018,2,1272,7,6,2019
30450,75018,0,1272,4,6,2019
18450,75018,0,1272,3,6,2019
260600,75018,0,1272,2,7,2019
